Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Person
0.09765625,0.044921875,261.0337668,-297.9863147,1,-4.537907549,8.536603638,-8.653907694,5.109354721,-1.634592595,0.05548827,0.171450075,-0.046445752,P3
0.1015625,0.05078125,277.8351872,-263.6248358,1,-4.339634681,7.746709486,-7.44506427,4.384955471,-1.833756483,0.606590341,-0.127822834,0.008083527,P3
0.07421875,0.037109375,381.2011525,-274.5670466,1,-4.309177081,7.527234492,-6.924548912,3.88087672,-1.765928334,0.873997347,-0.348468512,0.066095882,P3
0.09375,0.044921875,342.4989343,-306.0373744,1,-4.658094675,9.137632407,-10.00944722,7.009532732,-3.492592796,1.291030063,-0.313366887,0.035350599,P3
0.0703125,0.03515625,361.6797848,-251.0627296,1,-4.380560895,7.920544616,-7.766542459,4.748673786,-2.124746913,0.767554036,-0.180054299,0.015230511,P3
0.12109375,0.0703125,308.8917434,-365.6627781,1,-4.315565067,7.743130062,-7.352863905,3.613985289,-0.24168525,-0.88886214,0.564703084,-0.122730265,P3
0.103515625,0.056640625,377.3622224,-375.6030012,1,-4.425150431,8.126506083,-8.215842048,5.342959425,-2.620441336,1.018277648,-0.24954292,0.023287817,P3
0.091796875,0.052734375,325.8343921,-269.5026676,1,-4.298492462,7.587608748,-7.236767746,4.455899163,-2.457309326,1.49584328,-0.693569336,0.146873249,P3
0.080078125,0.03515625,334.2254745,-314.8530279,1,-4.498663013,8.465739428,-8.926652472,6.313941941,-3.6306953,1.784898388,-0.602789079,0.094277407,P3
0.111328125,0.0859375,244.4775158,-207.8690631,1,-4.244211881,7.465795333,-7.198326299,4.377445855,-1.815526111,0.371931774,0.106666562,-0.063595734,P3
0.091796875,0.046875,354.5546881,-291.7442875,1,-4.460630239,8.202441758,-8.189526071,5.182302609,-2.578453358,1.193837246,-0.423143085,0.073211859,P3
0.078125,0.03515625,336.2184803,-270.6099064,1,-4.385914846,7.905768722,-7.674879925,4.694136069,-2.375770836,1.262386175,-0.5310015,0.105358257,P3
0.087890625,0.04296875,336.8769565,-293.8997977,1,-4.428647201,8.105090885,-8.115726496,5.286888805,-2.841209022,1.41385482,-0.501667948,0.081487086,P3
0.09765625,0.052734375,344.0707308,-262.7908923,1,-4.580720924,8.900151231,-9.705743411,6.814180981,-3.609214301,1.739489007,-0.713565342,0.155543073,P3
0.078125,0.0390625,297.4435222,-234.3693386,1,-4.472613306,8.279037336,-8.39792727,5.475839389,-2.764243317,1.179019404,-0.343637824,0.044580232,P3
0.064453125,0.029296875,453.0968659,-288.3297165,1,-4.408384302,8.057518596,-7.918439688,4.637066262,-1.920802437,0.883004686,-0.44329163,0.113486642,P3
0.064453125,0.025390625,426.8408061,-327.4513421,1,-4.474813715,8.373190903,-8.463233931,4.761562925,-0.961427155,-0.644659283,0.530682105,-0.12120646,P3
0.060546875,0.02734375,462.5250251,-345.9878452,1,-4.259587692,7.450007509,-7.184454259,4.706213693,-2.646627327,1.281016957,-0.405709198,0.059228802,P3
0.076171875,0.0390625,344.6661867,-348.6142322,1,-4.246841522,7.311370874,-6.6452807,3.624179953,-1.39229832,0.4291116,-0.09035762,0.01020165,P3
0.06640625,0.03125,425.7711771,-336.691749,1,-4.361513578,7.838695455,-7.669901394,4.649136083,-1.827621465,0.324139701,0.087271598,-0.040136109,P3
0.078125,0.037109375,460.6367328,-327.461201,1,-4.594054876,8.609668687,-8.302995691,4.102022679,-0.631006001,-0.338492692,0.178200934,-0.023287311,P3
0.080078125,0.0390625,459.4535078,-373.9740015,1,-4.67327143,9.232044585,-10.21415948,7.2655913,-3.837449922,1.740492042,-0.638631688,0.125440155,P3
0.076171875,0.037109375,397.2189729,-338.6749159,1,-4.399499678,7.866948895,-7.281722639,3.736874292,-1.280100038,0.653649795,-0.409724266,0.113666836,P3
0.080078125,0.037109375,362.306782,-324.9915502,1,-4.500381999,8.565136442,-9.148226339,6.310947698,-3.205900757,1.309585668,-0.389602263,0.058581654,P3
0.09375,0.05078125,448.595964,-389.805245,1,-4.402241935,8.09935673,-8.255970731,5.364834308,-2.521739342,0.93193771,-0.256755627,0.04066746,P3
0.0859375,0.041015625,402.0680664,-351.7989731,1,-4.450889188,8.243126364,-8.403885601,5.436697471,-2.557120967,0.941539255,-0.240111004,0.030717615,P3
0.07421875,0.03515625,424.1453344,-334.3244171,1,-4.337714674,7.615218806,-6.876168357,3.247292183,-0.505554113,-0.316828787,0.216022194,-0.042205798,P3
0.087890625,0.04296875,422.6445749,-344.1767039,1,-4.505829399,8.380767129,-8.430592663,5.212784155,-2.272016729,0.775734229,-0.176283506,0.015478859,P3
0.083984375,0.041015625,401.3460205,-336.8609444,1,-4.29485795,7.51695146,-6.972322567,3.892501797,-1.547835222,0.483564176,-0.067540671,-0.010380024,P3
0.080078125,0.037109375,374.4049153,-337.5440108,1,-4.375340432,7.870470646,-7.632701209,4.449319581,-1.486146961,-0.060298737,0.351791708,-0.117028159,P3
0.0859375,0.04296875,405.6474815,-286.4860948,1,-4.336211342,7.728525248,-7.395318252,4.496834433,-2.496479905,1.641281135,-0.818684519,0.180188484,P3
0.076171875,0.03515625,423.7312103,-374.7066443,1,-4.522960178,8.593242518,-9.094988107,6.122724123,-2.812142293,0.76425366,-0.004643173,-0.045403572,P3
0.10546875,0.060546875,403.2658789,-449.7158527,1,-4.326778079,7.71473864,-7.474298486,4.555668848,-2.053207529,0.747705035,-0.186392584,0.022637282,P3
0.08984375,0.041015625,442.0688784,-311.1030134,1,-4.363404164,7.957560257,-8.057116469,5.323238915,-2.704425565,1.072470206,-0.236403222,0.00824648,P3
0.111328125,0.064453125,289.1211772,-288.3310625,1,-4.429184279,8.209142905,-8.412404859,5.358576823,-2.136809849,0.301472548,0.187042142,-0.077741213,P3
0.09375,0.04296875,430.9509765,-376.492587,1,-4.32492294,7.659662144,-7.093800017,3.675042998,-1.187443734,0.448076586,-0.246022769,0.069599594,P3
0.09765625,0.046875,329.2066742,-312.2667227,1,-4.157053829,7.118193206,-6.5565059,3.646839811,-1.270191446,0.093745188,0.212494105,-0.087343629,P3
0.087890625,0.060546875,228.3200857,-301.2520539,1,-4.367683474,7.974910837,-7.990830759,5.110995404,-2.695947026,1.511259275,-0.694710479,0.152230284,P3
0.09375,0.05078125,352.4935864,-338.0586703,1,-4.215483598,7.218333961,-6.538234072,3.901878994,-2.631462732,2.170089885,-1.160983585,0.255995829,P3
0.0625,0.02734375,285.0763506,-232.5953103,1,-4.525723703,8.544518354,-8.786594516,5.416474621,-2.085111242,0.519759493,-0.102473697,0.019207224,P3
0.083984375,0.0390625,219.7202171,-256.5881108,1,-4.581448918,8.839630638,-9.616961172,6.929264084,-3.847492535,1.768052706,-0.592819282,0.101803663,P3
0.09375,0.060546875,126.540012,-142.5274949,1,-4.356820909,7.93994918,-8.026063802,5.192153938,-2.433276857,0.865938035,-0.208301295,0.026599604,P3
0.0625,0.02734375,158.0519033,-146.2483806,1,-4.34409923,7.921055195,-8.055628565,5.208743912,-2.221180829,0.444456267,0.104067687,-0.057171341,P3
0.056640625,0.029296875,207.9944323,-240.2919047,1,-4.327181745,7.850003665,-7.829607939,4.735441381,-1.749542594,0.330516946,-0.010567622,0.001272807,P3
0.05078125,0.0234375,302.5252034,-205.881984,1,-4.192930236,7.241321657,-6.795708809,4.069599603,-1.940757914,0.881856421,-0.331401944,0.068652534,P3
0.064453125,0.03125,204.766983,-242.3168381,1,-4.601679282,8.972652413,-9.900444559,7.269376541,-4.213165628,2.104890396,-0.767806525,0.136268724,P3
0.087890625,0.03125,263.9092615,-278.41307,1,-4.268236139,7.478807163,-7.003920479,4.03981678,-1.940190559,1.134445682,-0.580822058,0.140269915,P3
0.07421875,0.03515625,256.9990052,-243.465365,1,-4.244949893,7.233156981,-6.330029752,3.082260686,-0.892154374,0.153913972,0.006800193,-0.00893997,P3
0.09765625,0.04296875,317.3047869,-288.1461627,1,-4.375232833,7.951645164,-7.95578862,5.148244151,-2.640923064,1.241662533,-0.456208342,0.086708491,P3
0.0859375,0.044921875,280.8174808,-288.0617308,1,-4.493490438,8.429528261,-8.782504434,6.046851286,-3.447876841,1.837287953,-0.727270863,0.137544727,P3
0.08984375,0.0390625,305.33124,-330.286714,1,-4.4251901,8.137170678,-8.231803034,5.316817907,-2.524510866,0.89623651,-0.172266596,0.003636122,P3
0.08984375,0.044921875,271.5498957,-251.0418225,1,-4.487128261,8.179468271,-7.781701257,4.229716112,-1.520813993,0.552644743,-0.219554779,0.047395938,P3
0.087890625,0.04296875,332.1399871,-287.8081071,1,-4.550235386,8.666292786,-9.223872414,6.436218693,-3.407851479,1.422556048,-0.392335035,0.049262667,P3
0.087890625,0.0390625,299.345891,-322.1384338,1,-4.25527886,7.462350257,-7.022436761,3.985819954,-1.580141037,0.534727605,-0.144775846,0.019883693,P3
0.08984375,0.041015625,333.5385562,-342.3460893,1,-4.412690501,7.960565261,-7.659318375,4.453486548,-1.828493695,0.629809826,-0.165367373,0.022033631,P3
0.08984375,0.044921875,372.4174759,-324.1249574,1,-4.436207223,8.171660465,-8.214080215,5.069261103,-2.065585807,0.539966947,-0.064824702,-0.000102956,P3
0.095703125,0.046875,311.2983742,-333.1776439,1,-4.519979968,8.450775514,-8.605614291,5.456107629,-2.452056733,0.846811426,-0.19806832,0.022048319,P3
0.09765625,0.056640625,275.0622109,-268.0328396,1,-4.321593135,7.667199467,-7.264625574,4.34595638,-2.461667235,1.75285775,-0.930655597,0.212674694,P3
0.111328125,0.0625,298.0855989,-297.2510817,1,-4.429442299,8.100501439,-8.04211157,4.929232147,-2.07439179,0.603798019,-0.086811394,-0.000724383,P3
0.09375,0.05078125,282.5527317,-262.4013454,1,-4.268981764,7.407409088,-6.804102001,3.783198766,-1.50386137,0.423363877,-0.006954538,-0.029991878,P3
0.09375,0.046875,383.9404272,-349.5789627,1,-4.490599631,8.3751034,-8.574279281,5.762131919,-3.406536703,2.099737255,-0.971980427,0.206508842,P3
0.09375,0.046875,331.3989507,-316.5323916,1,-4.341697278,7.767294964,-7.48196519,4.307403444,-1.477768642,0.10674991,0.189898173,-0.069840229,P3
0.103515625,0.048828125,357.5679991,-334.7593971,1,-4.404996252,8.130432008,-8.331719676,5.415753548,-2.476305352,0.848943543,-0.219201328,0.037208928,P3
0.0703125,0.033203125,407.5983665,-276.683619,1,-4.619547033,8.914913321,-9.459899683,6.299779087,-3.027168037,1.195067574,-0.359422543,0.056357823,P3
0.08203125,0.04296875,423.5450647,-311.8660792,1,-4.432182487,8.115551714,-8.019758336,4.809014683,-2.019216694,0.774678441,-0.295708737,0.067705335,P3
0.087890625,0.046875,398.6312342,-353.2220895,1,-4.380878399,7.919688868,-7.754433947,4.621329431,-1.736863297,0.257486631,0.132221111,-0.058485789,P3
0.19921875,0.15234375,369.3721668,-533.6294148,1,-4.55957309,8.66501385,-9.105725939,6.174438781,-3.175872257,1.328251789,-0.370006538,0.043492187,P3
0.076171875,0.033203125,383.5433229,-319.825245,1,-4.299075938,7.589960921,-7.218866506,4.385768733,-2.341834202,1.380383477,-0.627770308,0.131594149,P3
0.09375,0.04296875,371.9685586,-357.5624589,1,-4.541941119,8.595594204,-8.835145026,5.470602722,-2.212026674,0.645501559,-0.140056503,0.017553869,P3
0.08203125,0.037109375,355.1191323,-353.9032715,1,-4.539557288,8.583359694,-8.924989461,5.793314117,-2.521143264,0.651936051,-0.011024686,-0.031854351,P3
0.109375,0.052734375,420.6811568,-411.0518643,1,-4.35558703,7.803131338,-7.44061162,4.011086231,-0.976584973,-0.274535334,0.30959319,-0.076416555,P3
0.119140625,0.060546875,284.4767084,-327.9773649,1,-4.836793764,9.831023148,-11.10973954,7.969926224,-4.06574685,1.586276674,-0.434789481,0.059847365,P4
0.1171875,0.056640625,278.2317805,-259.1253597,1,-4.900044201,10.21268729,-12.03792256,9.17079002,-4.999242126,2.067698784,-0.606894513,0.092932403,P4
0.095703125,0.046875,327.6535973,-320.2439283,1,-5.178224541,11.64762143,-15.23690346,13.28029426,-8.406430098,3.94134207,-1.237986991,0.190297854,P4
0.115234375,0.05859375,266.6011654,-277.8972908,1,-4.794401176,9.604787458,-10.5307441,7.031170263,-3.043012888,0.865044328,-0.13975627,0.00691768,P4
0.1015625,0.048828125,284.8146112,-278.9814854,1,-4.762251747,9.550017176,-10.66734514,7.575669935,-3.861520127,1.568532325,-0.482491496,0.079398304,P4
0.119140625,0.05859375,281.2374447,-265.0722843,1,-4.514793448,8.309538358,-8.09171512,4.667099084,-1.860056948,0.667913081,-0.219005977,0.041026841,P4
0.115234375,0.056640625,299.1365494,-308.1786653,1,-4.810363845,9.45921839,-9.688412314,5.465838533,-1.758867607,0.498528894,-0.224406885,0.058467987,P4
0.1015625,0.05078125,293.7098255,-275.7986527,1,-4.879417377,10.11563907,-11.83437997,8.920743699,-4.806213983,1.977677425,-0.585479188,0.091438396,P4
0.091796875,0.044921875,238.04538,-285.531129,1,-4.757670757,9.44107879,-10.27068494,6.923420219,-3.22470474,1.141632861,-0.291948645,0.038886433,P4
0.109375,0.056640625,260.2440792,-258.1648511,1,-4.905630603,10.32943077,-12.51056786,10.06939576,-5.990581136,2.745030333,-0.87999709,0.142928892,P4
0.09765625,0.048828125,204.7716378,-246.879297,1,-4.819905259,9.818392323,-11.16360028,7.972557135,-3.850364212,1.300694374,-0.293287128,0.035523088,P4
0.083984375,0.04296875,257.3308143,-255.4262474,1,-4.732738223,9.37809425,-10.28309421,7.226332776,-3.903072846,1.908609238,-0.736885753,0.142771688,P4
0.091796875,0.04296875,266.0541967,-249.5357665,1,-4.980230295,10.68865543,-13.20342096,10.69445166,-6.137733383,2.542968873,-0.703506791,0.098826331,P4
0.111328125,0.05859375,274.8540999,-307.1678053,1,-4.905635566,10.22149402,-12.06308906,9.283733936,-5.184709631,2.182923017,-0.620594997,0.0858828,P4
0.09375,0.044921875,299.2318501,-312.8648413,1,-4.507668113,8.330356882,-8.224260857,4.839370136,-1.857507854,0.492696341,-0.077181307,0.004204756,P4
0.15234375,0.09375,240.1801126,-306.0518256,1,-4.603783686,8.812200133,-9.204196109,5.841677562,-2.325191155,0.474354649,0.034694532,-0.029744956,P4
3.19140625,0.068359375,213.0643171,-314.2627632,1,-4.511526835,8.361118628,-8.288846467,4.899029055,-1.904861678,0.545541245,-0.114065878,0.013624713,P4
0.12890625,0.068359375,213.0643171,-314.2627632,1,-4.468215184,8.132524648,-7.793361258,4.302189993,-1.459654126,0.349545214,-0.079553002,0.01652863,P4
0.126953125,0.06640625,226.0569263,-269.7271261,1,-4.868245377,10.03634381,-11.67314481,8.881862313,-5.078724424,2.369104537,-0.80398684,0.136795613,P4
0.109375,0.05859375,257.9261142,-363.5363379,1,-4.59127953,8.771064175,-9.165060171,5.92918764,-2.645958828,0.878393797,-0.197313982,0.020987754,P4
0.126953125,0.0703125,186.7610315,-277.3098108,1,-5.013072639,10.73886547,-13.10441754,10.4214733,-5.900918989,2.413272735,-0.629141118,0.073942653,P4
0.109375,0.056640625,203.2236215,-280.1082444,1,-4.619935541,8.716602548,-8.644594475,4.916503597,-1.776416767,0.552280976,-0.178199195,0.033767594,P4
0.12890625,0.0703125,202.834756,-228.9433027,1,-4.960761506,10.54617623,-12.88365559,10.46023084,-6.253632838,2.823334051,-0.860037138,0.128349644,P4
0.11328125,0.05859375,280.8275162,-338.5277901,1,-4.706116666,9.263684101,-10.15895764,7.300851987,-4.106174533,1.981675153,-0.692554121,0.117597431,P4
0.12109375,0.060546875,438.2965263,-500.5979376,1,-4.717290127,9.277949742,-10.01433078,6.779563702,-3.35618471,1.432884562,-0.490303279,0.087715045,P4
0.134765625,0.072265625,274.5647406,-340.4259987,1,-5.044359373,11.06591341,-14.26519155,12.51589943,-8.128469598,3.889178032,-1.215455659,0.18248936,P4
0.203125,0.1171875,373.8469246,-408.4917846,1,-5.072176071,11.12878561,-14.1422976,11.90905475,-7.197528574,3.150622343,-0.900770267,0.124313853,P4
0.138671875,0.076171875,364.181414,-445.2460751,1,-4.817095057,9.689996505,-10.67076893,7.22757779,-3.348569283,1.201718685,-0.33439831,0.051543496,P4
0.12890625,0.06640625,325.3602357,-409.8946671,1,-5.020428928,10.47591605,-11.68079609,7.371643337,-2.44642812,0.210069186,0.124133247,-0.034106318,P4
0.1484375,0.080078125,328.4369346,-457.1529872,1,-4.725491276,9.205787584,-9.617980674,5.94265961,-2.274210035,0.497386227,-0.009099415,-0.019050301,P4
0.154296875,0.0859375,342.5487621,-424.6294019,1,-4.661846914,8.904791479,-9.034592656,5.425236049,-2.234624217,0.829031414,-0.277906862,0.049914714,P4
0.134765625,0.0703125,386.5180721,-522.6953871,1,-4.984310676,10.66722401,-13.16366828,10.73196343,-6.147301892,2.351138277,-0.4829863,0.027942998,P4
0.130859375,0.0703125,356.6849464,-382.2334779,1,-4.86231633,9.946275845,-11.25687407,7.89323995,-3.687606925,1.191000925,-0.24906879,0.025353604,P4
0.140625,0.080078125,307.9590341,-296.0024092,1,-4.532410135,8.481776357,-8.610967325,5.404288606,-2.419513897,0.905236936,-0.277820853,0.049419275,P4
0.185546875,0.130859375,351.1300787,-363.6418408,1,-4.911007389,10.31615425,-12.34918335,9.664322522,-5.490639414,2.377746576,-0.714360534,0.106977855,P4
0.12109375,0.064453125,330.2570934,-333.320012,1,-4.851816793,9.703528443,-10.15013605,5.599922678,-1.098946695,-0.460896568,0.311327629,-0.052976395,P4
0.16015625,0.095703125,117.9164644,-224.0533947,1,-4.489732586,8.281042489,-8.24690466,5.146259424,-2.508861919,1.195725034,-0.473299745,0.095780512,P4
0.251953125,0.1640625,287.2028666,-370.097844,1,-4.800109415,9.652720697,-10.70192875,7.338353457,-3.330979276,0.99741136,-0.161109143,0.005643508,P4
0.109375,0.056640625,283.3949339,-355.8676927,1,-4.810427173,9.810206734,-11.32181971,8.569851204,-4.828608701,2.157056789,-0.686633187,0.110381713,P4
0.146484375,0.076171875,285.5625783,-340.7242402,1,-4.49992459,8.348446043,-8.466306474,5.483271268,-2.684284548,1.091859106,-0.323536546,0.050478205,P4
0.142578125,0.078125,210.9535204,-289.0422089,1,-4.926600428,10.18147229,-11.4833179,7.702995181,-3.128351395,0.740559633,-0.093995608,0.007241449,P4
0.197265625,0.12890625,207.041813,-228.7038931,1,-4.58628215,8.754435415,-9.221778304,6.220286201,-3.143179216,1.329842486,-0.424830523,0.071513526,P4
0.150390625,0.0859375,166.7636912,-274.3028602,1,-4.599630997,8.763906745,-9.085965425,5.813280641,-2.613164342,0.958846338,-0.287396362,0.050128204,P4
0.140625,0.0859375,267.5936803,-382.3900437,1,-4.79446572,9.726050408,-11.10939419,8.217820756,-4.420954646,1.849949029,-0.556236805,0.087237665,P4
0.1875,0.13671875,184.8517022,-194.8002522,1,-4.557519262,8.568146358,-8.678042771,5.307054223,-2.19543509,0.720373469,-0.19830542,0.033736432,P4
0.158203125,0.0859375,182.9886059,-290.6778986,1,-4.725716037,9.277464227,-9.842501778,6.186746786,-2.401772936,0.594793939,-0.103355226,0.014347314,P4
0.134765625,0.0703125,245.7291536,-204.3287663,1,-4.625085304,8.926469481,-9.54840496,6.604001644,-3.49079283,1.571034334,-0.526623169,0.089410001,P4
0.111328125,0.05859375,261.0719625,-290.0309012,1,-4.74225205,9.41872122,-10.25068098,6.701280537,-2.615823753,0.459357224,0.060699438,-0.03129359,P4
0.1015625,0.052734375,227.9826325,-300.8249092,1,-4.795620775,9.576624812,-10.38059233,6.764336915,-2.867631869,0.887405576,-0.216500157,0.031985645,P4
0.109375,0.0546875,258.1758523,-254.953673,1,-4.590688314,8.791198647,-9.319319497,6.308735765,-3.094801963,1.16948715,-0.305019811,0.040417431,P4
0.115234375,0.05859375,241.6768347,-331.6356169,1,-4.53981836,8.458037402,-8.422430978,4.934155994,-1.671585272,0.106035784,0.208990087,-0.073377927,P4
0.119140625,0.0625,224.7269907,-270.485986,1,-5.008463342,10.55952006,-12.27198843,8.743945292,-4.111661379,1.379402126,-0.337455578,0.04670479,P4
0.1328125,0.072265625,219.0908322,-297.0527374,1,-4.744116576,9.363872455,-10.10933341,6.799496665,-3.287421521,1.330452988,-0.424281437,0.071333593,P4
0.12109375,0.0625,327.6004756,-358.7581669,1,-4.977553271,10.56540436,-12.71304655,9.897095316,-5.501929244,2.305417469,-0.677622249,0.102238504,P4
0.09765625,0.048828125,262.6408768,-270.4588261,1,-4.825739217,9.846266295,-11.21983831,8.040620401,-3.910818618,1.340913563,-0.309818755,0.038424933,P4
0.13671875,0.072265625,207.5096653,-271.5693496,1,-4.703203578,9.116771429,-9.475958543,5.890074894,-2.473543526,0.858707158,-0.255400244,0.042554876,P4
0.103515625,0.052734375,244.7587543,-276.4017253,1,-4.549883533,8.446213131,-8.283190388,4.773448707,-1.866114435,0.650759089,-0.208897245,0.037673616,P4
0.10546875,0.0546875,233.9577531,-268.3767872,1,-4.809156905,9.688428806,-10.74216876,7.374983036,-3.46270541,1.23089787,-0.329057951,0.048785348,P4
0.107421875,0.0546875,277.1500423,-291.2779987,1,-5.388247983,12.62954889,-17.18832819,15.47920439,-10.00467504,4.735076935,-1.490779005,0.228203565,P4
0.123046875,0.0625,228.5497044,-308.3419484,1,-4.466249696,8.104444999,-7.726539716,4.26711974,-1.462746834,0.284612861,0.020643899,-0.021273193,P4
0.09375,0.044921875,316.1099605,-292.134249,1,-4.743239113,9.435560365,-10.37914153,7.13674652,-3.369483502,1.161816425,-0.276827181,0.034580038,P4
0.078125,0.037109375,214.8742772,-200.2705359,1,-4.567308615,8.657374908,-8.908857861,5.518153887,-2.074012452,0.267762281,0.186220445,-0.079313312,P4
0.09765625,0.048828125,295.4473251,-289.2155893,1,-4.747235215,9.169441501,-8.987305367,4.205295354,-0.119725076,-0.841932849,0.372604457,-0.051131418,P4
0.09765625,0.052734375,201.157043,-348.0789605,1,-4.826298677,9.823795779,-11.17592674,8.098788717,-4.125815262,1.545049879,-0.386655795,0.047069118,P4
0.12890625,0.068359375,368.0082058,-433.5202031,1,-5.09504172,10.94060226,-13.12448167,10.13420327,-5.749380012,2.576552552,-0.797632203,0.11517942,P4
0.138671875,0.07421875,305.8711137,-398.8952345,1,-4.738146933,9.437754105,-10.56135704,7.830307239,-4.569402446,2.279154913,-0.823927823,0.145621877,P4
0.14453125,0.083984375,418.8963101,-433.7525688,1,-4.986084214,10.7471675,-13.41186359,11.1204328,-6.703568723,3.017486427,-0.926856358,0.143298173,P4
0.12109375,0.0625,372.3227248,-373.5272742,1,-4.853987487,9.933440929,-11.27279366,7.957861612,-3.817126059,1.369233392,-0.37712922,0.060505771,P4
0.15234375,0.0859375,288.0124533,-370.0671552,1,-4.743821362,9.473769674,-10.55289981,7.467820697,-3.719901975,1.400585278,-0.384001168,0.058453053,P4
0.138671875,0.068359375,350.2562511,-398.7561011,1,-4.864663287,10.1531749,-12.14100222,9.4767736,-5.146232624,1.859238408,-0.347743337,0.010468761,P4
0.12109375,0.0625,378.2439671,-393.926464,1,-4.807496595,9.785833288,-11.17829959,8.143200338,-4.173952966,1.622332376,-0.466449386,0.074840153,P4
0.119140625,0.0625,298.9268768,-350.8320391,1,-4.739013951,9.333610122,-9.927691087,6.229502328,-2.383534329,0.570482262,-0.098324947,0.014974655,P4
0.193359375,0.109375,423.5095236,-500.213797,1,-4.723778357,9.325020051,-10.12576808,6.887936247,-3.378404718,1.398847079,-0.46886769,0.085024228,P4
0.201171875,0.12890625,381.657239,-453.5974131,1,-4.947372613,10.34686788,-12.06819465,8.867140811,-4.509099917,1.703154721,-0.456078116,0.063585589,P4
0.15234375,0.08203125,403.7476974,-473.7622436,1,-4.576899005,8.637163986,-8.803171302,5.446414526,-2.211824662,0.553902746,-0.026617758,-0.018960808,P4
0.16015625,0.08984375,268.0955801,-444.8726079,1,-4.472208999,8.139648946,-7.787909736,4.280417592,-1.419100548,0.282564793,-0.022225285,-0.001180934,P4
0.12890625,0.068359375,381.1728606,-411.2508735,1,-4.84226284,9.880300827,-11.17392014,7.853996861,-3.741331894,1.327394603,-0.36299761,0.0588253,P4
0.162109375,0.08984375,326.6831304,-484.1281259,1,-4.720043465,9.315061376,-10.05747868,6.563368101,-2.682593919,0.647560345,-0.063217346,-0.002645656,P4
0.169921875,0.06640625,228.72051,-439.8394317,1,-4.631518379,8.854322399,-9.059036035,5.403979469,-1.924755905,0.396992965,-0.045565684,0.00559094,P4
0.111328125,0.056640625,369.8038722,-362.9458393,1,-4.886110084,9.976592055,-11.04902813,7.254190896,-2.982798894,0.878841337,-0.237505546,0.045825784,P4
0.09375,0.048828125,527.4610382,-462.7755061,1,-4.496359763,8.245427582,-7.962010111,4.458115137,-1.623364311,0.49678906,-0.143442285,0.024863428,P5
0.1171875,0.06640625,525.2930743,-434.108288,1,-4.509148582,8.383968158,-8.158671427,4.14538017,-0.631232849,-0.435882184,0.238713936,-0.033093569,P5
0.154296875,0.099609375,472.7203985,-317.7425713,1,-4.523233029,8.413033463,-8.365415939,4.922220064,-1.848816776,0.474390062,-0.079203413,0.007043727,P5
0.1328125,0.083984375,416.0987274,-414.204842,1,-4.483687427,8.294591071,-8.265862208,4.998996615,-2.107385458,0.750473554,-0.226236509,0.039149872,P5
0.087890625,0.048828125,473.2260131,-414.424016,1,-4.487393212,8.374004162,-8.581659905,5.562686545,-2.650997276,1.043130239,-0.306822019,0.04709041,P5
0.126953125,0.068359375,521.1653771,-493.1250208,1,-4.636918385,9.014778474,-9.741950565,6.839094623,-3.773229016,1.875212915,-0.707027197,0.130061168,P5
0.134765625,0.078125,509.6117949,-409.4939235,1,-4.627887963,9.021641648,-9.838843156,6.872024329,-3.380383004,1.178753421,-0.244114472,0.018837832,P5
0.087890625,0.044921875,463.2182378,-384.7071038,1,-4.492425818,8.416588967,-8.765941003,5.983401748,-3.228300533,1.553399306,-0.577715603,0.111018315,P5
0.1484375,0.09765625,420.4651656,-291.7547762,1,-4.36496085,7.802009514,-7.47658064,4.374465998,-1.784947283,0.528639331,-0.07354113,-0.005060447,P5
0.126953125,0.07421875,416.5518885,-358.7194391,1,-4.406115506,8.000998631,-7.689271317,4.205600427,-1.456080288,0.578161018,-0.326071188,0.092835663,P5
0.123046875,0.060546875,340.8664551,-256.7811444,1,-4.401686325,7.995606628,-7.850240313,4.720509601,-2.008320345,0.734277206,-0.235257011,0.045149989,P5
0.154296875,0.09375,306.8704155,-263.3381352,1,-4.33509455,7.67891479,-7.269419834,4.209727723,-1.763098708,0.603559331,-0.136416901,0.011853757,P5
0.12890625,0.072265625,262.7108026,-266.2297426,1,-4.394845723,7.90370537,-7.60081566,4.454767203,-1.87888498,0.674894717,-0.185765533,0.026974188,P5
0.130859375,0.0546875,406.0541964,-290.239873,1,-4.355488562,7.783345733,-7.481970907,4.395580535,-1.745051261,0.423251235,0.005598202,-0.025236957,P5
0.11328125,0.060546875,436.4484884,-315.4306008,1,-4.385556517,7.848903435,-7.460925066,4.189766872,-1.437846712,0.160629644,0.144071926,-0.059028706,P5
0.125,0.07421875,366.0940528,-348.2122833,1,-4.409413638,7.92666689,-7.530907259,4.257846531,-1.71829817,0.63340156,-0.182078274,0.022808853,P5
0.107421875,0.044921875,383.4067734,-221.0505923,1,-4.425102916,8.106384626,-8.105182588,5.066519396,-2.233733804,0.711457355,-0.1234355,0.003131255,P5
0.1328125,0.076171875,366.4369731,-350.4671497,1,-4.401143325,8.020820009,-7.909578176,4.699385621,-1.760385732,0.326260976,0.063583312,-0.0388911,P5
0.1171875,0.064453125,307.2491987,-284.277126,1,-4.426046057,8.17849864,-8.447831818,5.870797754,-3.423343123,1.822369974,-0.706454197,0.132052233,P5
