Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Person
0.107421875,0.0546875,236.1839079,-258.0423475,1,-4.696420631,9.119908869,-9.541392841,5.993204542,-2.52099311,0.849297231,-0.245817083,0.042219521,P1
0.095703125,0.048828125,259.6891546,-263.4459847,1,-5.095133656,11.24111338,-14.43638176,12.49146128,-8.042049961,3.92805498,-1.294473578,0.207417788,P1
0.091796875,0.044921875,259.5133495,-233.8322114,1,-4.61796212,8.909584473,-9.528550603,6.525224067,-3.278985388,1.314580216,-0.38171147,0.057835803,P1
0.123046875,0.0625,261.5639373,-363.8395959,1,-5.095190398,10.983163,-13.16346471,9.768214384,-4.736924418,1.490131333,-0.257600725,0.011674096,P1
0.11328125,0.05859375,324.5178455,-333.3570163,1,-4.699194532,9.3764912,-10.715412,8.269916702,-4.897161467,2.269028484,-0.713521228,0.109861097,P1
0.099609375,0.05078125,360.9866335,-374.9378093,1,-5.052641225,10.91391798,-13.36452869,10.51076752,-5.783111707,2.331358697,-0.648675063,0.092918629,P1
0.111328125,0.056640625,398.0267905,-375.1116485,1,-5.06119323,11.1215713,-14.30742656,12.50013613,-8.16357732,4.030977404,-1.335568038,0.215086871,P1
0.109375,0.05859375,260.9070564,-297.2690254,1,-4.849402526,10.00653317,-11.76667562,9.208293483,-5.502341754,2.670093921,-0.926138456,0.159646858,P1
0.08984375,0.04296875,336.0925725,-287.4929924,1,-5.005893675,10.88491015,-13.86565846,12.01592979,-7.824374105,3.89311755,-1.316456647,0.218438604,P1
0.123046875,0.068359375,266.7472395,-344.272107,1,-5.101041129,11.2956643,-14.61920285,12.81292644,-8.38923503,4.173231047,-1.401040183,0.228701368,P1
0.109375,0.056640625,370.4943799,-345.1818809,1,-4.720806561,9.37149615,-10.40496091,7.476813211,-3.976231959,1.68941245,-0.515668331,0.079955484,P1
0.107421875,0.052734375,412.393902,-351.2642598,1,-5.137539397,11.46026783,-14.89210915,12.93649728,-8.165476236,3.787467732,-1.162624596,0.17352238,P1
0.1171875,0.0625,283.4979614,-337.9458514,1,-4.824823798,9.814564209,-11.12193498,7.96029975,-3.987776353,1.528314889,-0.438308101,0.069669189,P1
0.119140625,0.064453125,406.9295808,-396.1426935,1,-4.695513862,9.22479152,-9.986662422,6.705321377,-3.035315255,0.980607706,-0.223221961,0.029999632,P1
0.1328125,0.072265625,271.4527912,-349.7054229,1,-4.929691113,10.32907131,-12.24360809,9.421921204,-5.255979482,2.262971601,-0.694172238,0.109489351,P1
0.091796875,0.046875,365.225207,-374.308015,1,-4.629270252,8.836108909,-9.097366413,5.764315993,-2.695279846,1.155020321,-0.406063737,0.072548531,P1
0.0859375,0.041015625,452.6861761,-379.7041709,1,-4.827249458,9.964065546,-11.76796466,9.166409821,-5.202497025,2.211344065,-0.634164356,0.090075733,P1
0.1015625,0.052734375,352.9668101,-355.7598837,1,-4.871699333,9.986651061,-11.32872642,7.955329948,-3.69561833,1.153756947,-0.216169777,0.016483349,P1
0.1171875,0.060546875,300.6531354,-339.9783649,1,-4.965937068,10.64085623,-13.25839436,11.14778969,-6.949050729,3.221914251,-0.979275344,0.142104155,P1
0.10546875,0.0546875,368.7280215,-404.8109068,1,-4.957519935,10.4333028,-12.32918614,9.259244055,-4.846913336,1.890346407,-0.528036943,0.078768657,P1
0.1015625,0.05078125,323.8401373,-316.5941451,1,-4.847416484,9.824178592,-10.7607323,6.780545526,-2.259691929,0.142512855,0.16263947,-0.042027022,P1
0.10546875,0.052734375,396.6286892,-453.2094333,1,-4.682092353,9.274339506,-10.44794298,7.878668357,-4.573529869,2.144196204,-0.713936225,0.120306894,P1
0.103515625,0.05078125,356.7832403,-350.0454439,1,-4.413590468,7.951637883,-7.656041589,4.506633028,-1.925031972,0.715439467,-0.216496591,0.037463187,P1
0.099609375,0.05078125,223.3542617,-275.8398608,1,-4.726447478,9.394703829,-10.39702934,7.309601244,-3.656480382,1.424597667,-0.415858604,0.066924266,P1
0.091796875,0.044921875,324.2345028,-311.4731072,1,-4.958643008,10.56320415,-12.95136274,10.55742431,-6.356108818,2.928516398,-0.930033157,0.14701506,P1
0.1015625,0.052734375,291.6440616,-309.5162904,1,-4.934620839,10.43693057,-12.68442656,10.24571705,-6.105867246,2.766856017,-0.855910472,0.131329443,P1
0.107421875,0.052734375,393.1655628,-340.6157741,1,-4.832548229,9.866509302,-11.32038727,8.44875403,-4.712245876,2.141239408,-0.7098359,0.11852425,P1
0.103515625,0.056640625,222.7628978,-291.4308899,1,-4.670448869,9.034035536,-9.464613612,6.031676898,-2.626597227,0.911297366,-0.257323564,0.041981223,P1
0.10546875,0.056640625,254.5580863,-270.0043543,1,-4.893296672,10.28998473,-12.49825858,10.16096864,-6.121565644,2.798183811,-0.870831399,0.134825512,P1
0.103515625,0.05078125,408.9995349,-361.837872,1,-5.011767951,10.81664241,-13.46968484,11.1689785,-6.841718937,3.211373096,-1.042375485,0.168561332,P1
0.109375,0.056640625,355.3309741,-373.2966417,1,-4.574946858,8.661245286,-8.926516396,5.717184847,-2.626656646,1.004479196,-0.307774428,0.052993854,P1
0.109375,0.05859375,359.0649088,-381.9050246,1,-4.748918305,9.454753953,-10.37987983,7.059832524,-3.250969061,1.105145338,-0.283204424,0.043248158,P1
0.109375,0.05859375,273.8740943,-376.6336124,1,-4.780424851,9.656895707,-10.93132759,7.913798047,-4.084147311,1.62685573,-0.477991428,0.076353481,P1
0.10546875,0.0546875,316.4704731,-308.5502658,1,-4.714001327,9.212971636,-9.722572169,6.148584326,-2.563204465,0.829665438,-0.230778553,0.039342685,P1
0.10546875,0.056640625,293.4286797,-341.2814619,1,-4.626609092,8.917756617,-9.461283913,6.353803666,-3.140824924,1.312617157,-0.431569134,0.076119184,P1
0.111328125,0.060546875,296.4139775,-349.1668804,1,-5.11536561,11.2465961,-14.13101996,11.54593129,-6.719299468,2.92141932,-0.885449728,0.137194494,P1
0.107421875,0.05859375,286.2090229,-380.2528158,1,-4.871325182,10.14721376,-12.11255189,9.571358573,-5.530753619,2.385085375,-0.684361875,0.095341537,P1
0.09765625,0.05078125,339.1893948,-368.5975081,1,-4.870260239,9.796396876,-10.41679945,6.173571647,-1.942863938,0.290011121,-0.048121505,0.018073084,P1
0.08203125,0.041015625,299.2615743,-320.6120934,1,-5.251297023,12.01134212,-15.98031956,14.07165887,-8.860248376,4.067747671,-1.248534048,0.18966215,P1
0.103515625,0.0546875,368.4989299,-372.4962909,1,-4.72136981,9.318877169,-10.08625863,6.677891019,-2.898002003,0.863342386,-0.176362752,0.021894946,P1
0.091796875,0.048828125,371.737691,-337.9790797,1,-4.809288719,9.901934359,-11.66869972,8.982165623,-4.851247015,1.824220822,-0.425997985,0.046929205,P1
0.11328125,0.056640625,329.0454253,-345.0014092,1,-4.989790916,10.51275126,-12.21033452,8.558898677,-3.697493682,0.940878638,-0.121046943,0.006141994,P1
0.09765625,0.048828125,339.1602231,-292.6854376,1,-4.683939174,9.192039337,-9.943846657,6.628339266,-2.883792916,0.811504904,-0.130085307,0.009794782,P1
0.12109375,0.06640625,238.3875474,-263.5455035,1,-4.456073962,8.121672875,-7.969727295,4.93583049,-2.426224775,1.121073373,-0.395448746,0.068906532,P1
0.12109375,0.064453125,376.3080346,-361.5185731,1,-4.69462839,9.102202702,-9.482794285,5.910409974,-2.469773506,0.836130431,-0.241200905,0.039662773,P2
0.123046875,0.068359375,377.6015418,-408.3227417,1,-5.361941868,12.64022836,-17.59966397,16.5349718,-11.24670983,5.527734619,-1.764608389,0.269992145,P2
0.107421875,0.056640625,291.3768868,-330.424851,1,-4.796376652,9.656770027,-10.8764591,8.050659172,-4.643528181,2.268858542,-0.793304039,0.133385187,P2
0.19140625,0.134765625,449.3401974,-376.9543703,1,-4.914385971,10.24467796,-11.9537228,8.787609952,-4.43724961,1.661977096,-0.461213086,0.072312002,P2
0.248046875,0.19140625,552.9201393,-322.464204,1,-4.602521756,8.810985797,-9.154468382,5.664175437,-2.11283757,0.398414832,0.009569193,-0.013305703,P2
0.1328125,0.07421875,474.3006193,-465.7863406,1,-4.890089865,9.987379703,-11.07600697,7.289968697,-2.939592207,0.725096411,-0.104761312,0.008010315,P2
0.115234375,0.0625,501.4273295,-507.0217889,1,-4.724951925,9.264447315,-9.846206397,6.342591283,-2.765117246,0.964497038,-0.284851687,0.049596288,P2
0.126953125,0.064453125,489.5212989,-371.1563973,1,-4.644488539,9.030298094,-9.781390319,6.862798854,-3.599686243,1.524044477,-0.463405687,0.071837171,P2
0.126953125,0.0625,364.1577657,-234.2456436,1,-5.147308327,11.55325333,-15.26970873,13.76620152,-9.238049942,4.612378555,-1.515142193,0.238378251,P2
0.134765625,0.07421875,273.3960772,-282.987484,1,-4.587434344,8.768585691,-9.260524016,6.235064212,-3.039138336,1.129192265,-0.277842046,0.032106607,P2
0.17578125,0.109375,292.9114213,-268.0650004,1,-4.643637661,8.963856627,-9.459253347,6.196948406,-2.855156224,1.043585111,-0.290696561,0.044361763,P2
0.140625,0.078125,304.0713905,-285.5182298,1,-4.892227733,10.16874003,-11.91159145,8.950032757,-4.769282328,1.935347947,-0.571717532,0.090704403,P2
0.1640625,0.099609375,288.9942303,-312.3341782,1,-4.758629856,9.501420991,-10.45426195,7.087254864,-3.187458921,1.001259615,-0.215685196,0.026110522,P2
0.140625,0.078125,294.4990828,-289.6896148,1,-4.745928903,9.448191884,-10.39837429,7.142929122,-3.365053593,1.169854537,-0.29185705,0.040244667,P2
0.181640625,0.1171875,184.2783621,-214.8486523,1,-4.674054807,9.029735428,-9.386932357,5.813079007,-2.328782509,0.691324341,-0.173897972,0.02953217,P2
0.171875,0.115234375,289.4897573,-234.1598315,1,-4.781856038,9.708859291,-11.12991786,8.213345354,-4.265464994,1.612566711,-0.412363292,0.054841695,P2
0.14453125,0.076171875,295.5484832,-331.3482194,1,-4.944831628,10.25990311,-11.65880509,7.999866729,-3.499287776,1.03294764,-0.218999682,0.029209395,P2
0.115234375,0.060546875,464.7219923,-483.5457992,1,-4.78421084,9.647852342,-10.87851807,7.874176178,-4.149754914,1.746558598,-0.545423636,0.089327411,P2
0.1328125,0.0703125,371.6655402,-423.2337351,1,-5.148166761,11.4313875,-14.62443481,12.35524031,-7.580020446,3.496964466,-1.103734108,0.172766832,P2
0.146484375,0.080078125,334.7890659,-423.8599022,1,-5.057110166,11.01786974,-13.85235065,11.54917224,-6.995107712,3.147865086,-0.952729039,0.142392615,P2
0.130859375,0.0703125,373.8943694,-463.2635839,1,-5.026020862,10.64862892,-12.40819783,8.7063711,-3.766951902,0.964548819,-0.122290426,0.003914821,P2
0.130859375,0.068359375,412.3543281,-423.3061733,1,-4.719982952,9.325880921,-10.15926926,6.861100293,-3.102019823,0.969076517,-0.195408725,0.020628344,P2
0.12890625,0.06640625,412.3023707,-370.6711772,1,-4.975069344,10.67533838,-13.33473803,11.32717957,-7.2952955,3.621214398,-1.218019453,0.199394073,P2
0.13671875,0.07421875,390.2454773,-430.6838958,1,-4.850546554,9.99594712,-11.7129244,9.054004352,-5.186276807,2.290593859,-0.695505881,0.104712181,P2
0.134765625,0.07421875,443.7203012,-406.4081206,1,-4.678128193,9.173322376,-10.02138111,7.047624601,-3.638659146,1.491417038,-0.443333825,0.069144707,P2
0.125,0.064453125,253.0594729,-326.7763274,1,-4.679952447,9.057550563,-9.510657122,6.18216609,-2.925315456,1.208935356,-0.402840454,0.070116286,P2
0.158203125,0.095703125,289.8476967,-335.1911194,1,-4.673448899,9.110733665,-9.810739136,6.747877774,-3.462664219,1.495631583,-0.491220533,0.08383466,P2
0.15625,0.0859375,292.7794641,-258.4864786,1,-4.785043379,9.664864937,-10.94966312,8.000119964,-4.261026239,1.798122886,-0.559101879,0.091732169,P2
0.2421875,0.17578125,282.5257941,-244.990945,1,-4.541287757,8.507458751,-8.657062265,5.51416484,-2.610335327,1.079175057,-0.354221666,0.06211347,P2
0.158203125,0.095703125,311.3642877,-267.5493852,1,-4.66191366,9.016741561,-9.504250016,6.202071332,-2.855330565,1.052415954,-0.292745614,0.043017473,P2
0.150390625,0.0859375,271.4534965,-250.6253875,1,-4.605186604,8.762746084,-9.02292579,5.696002476,-2.549832054,0.977387907,-0.314673844,0.056487446,P2
0.154296875,0.087890625,286.9183051,-321.7966894,1,-4.758282732,9.471590753,-10.44483538,7.404816537,-4.005036135,1.890019471,-0.681470505,0.123203024,P2
0.166015625,0.107421875,325.5336732,-300.0941221,1,-4.574412898,8.565583388,-8.438851042,4.69745043,-1.52307308,0.360424566,-0.119559117,0.032445864,P2
0.1171875,0.0625,335.8830582,-433.2929344,1,-4.606550229,8.857326101,-9.484022112,6.624865135,-3.497078354,1.466481674,-0.418982158,0.057967148,P2
0.1171875,0.0625,325.3994967,-397.6972351,1,-5.161630896,11.4979537,-14.74904804,12.4254613,-7.474439884,3.289519112,-0.968539002,0.140727512,P2
0.119140625,0.060546875,340.4996627,-454.2558079,1,-4.572752688,8.572385455,-8.505169495,4.820134274,-1.551413432,0.232855327,0.008988572,-0.005022494,P2
0.1328125,0.072265625,329.405726,-380.3347818,1,-4.996766509,10.59553203,-12.59349185,9.442000626,-4.813290713,1.725498331,-0.407409577,0.047930831,P2
0.119140625,0.060546875,303.1373624,-351.7988103,1,-4.73733735,9.486118709,-10.77571681,8.173100383,-4.785709051,2.272970634,-0.757825189,0.124403505,P2
0.12109375,0.064453125,336.5603812,-357.7076542,1,-4.747863028,9.47343178,-10.46925934,7.2285351,-3.429326116,1.221099989,-0.327395903,0.05078673,P2
0.103515625,0.052734375,306.7896087,-328.7980003,1,-4.684165918,9.141569445,-9.728943367,6.291263981,-2.676257566,0.822188719,-0.19590726,0.030260995,P2
0.1328125,0.068359375,273.909329,-292.8198501,1,-4.873797379,10.04288537,-11.50441799,8.146616444,-3.754007633,1.13772319,-0.21839455,0.02339698,P2
0.107421875,0.05859375,210.1307263,-315.5444104,1,-5.266080491,11.72406228,-14.35851342,10.61514301,-5.016908339,1.674269184,-0.447563794,0.075594257,P2
0.11328125,0.060546875,209.8599551,-340.385033,1,-4.843431085,9.705247567,-10.51715416,7.039260134,-3.532496483,1.67004589,-0.64126259,0.119793849,P2
0.08984375,0.046875,341.9973694,-427.4820283,1,-4.799861562,9.637039807,-10.61187466,7.194837212,-3.327799649,1.182132244,-0.323750718,0.049288313,P2
0.11328125,0.060546875,253.2368427,-395.4540268,1,-5.065021046,10.84712695,-12.83550829,9.260238171,-4.301349411,1.360938038,-0.308704042,0.042285252,P2
0.125,0.064453125,333.1566881,-301.5667103,1,-4.883275242,10.1133687,-11.76225951,8.721205423,-4.543188655,1.780001797,-0.501030748,0.075185477,P2
0.150390625,0.09375,338.9600568,-423.0715183,1,-4.787987966,9.64069759,-10.80235922,7.686576421,-3.891147635,1.520902524,-0.430995926,0.064319825,P2
0.134765625,0.0703125,266.3250755,-262.6857425,1,-4.738790127,9.314266354,-9.853724987,6.131526316,-2.347807644,0.598265008,-0.124476473,0.020747053,P2
0.111328125,0.052734375,283.2924944,-182.5605465,1,-4.859428199,10.10009294,-12.04207481,9.519149402,-5.512801657,2.39622411,-0.704640601,0.103483062,P2
0.138671875,0.080078125,285.0783479,-254.3040399,1,-4.716929416,9.346953431,-10.28461163,7.135912923,-3.451384781,1.24532515,-0.32004918,0.044793236,P2
0.201171875,0.134765625,221.196536,-220.0064187,1,-4.530734277,8.41452389,-8.321131585,4.839623635,-1.792483966,0.484458655,-0.116192632,0.021940192,P2
0.208984375,0.146484375,299.0268816,-232.6934971,1,-4.69984372,9.260383601,-10.12700991,7.033669176,-3.481892828,1.312440705,-0.341974672,0.044234042,P2
0.150390625,0.083984375,307.0003557,-251.7208814,1,-4.627006241,8.861127268,-9.22382756,5.935363549,-2.711222908,1.015622197,-0.29747079,0.047418955,P2
0.185546875,0.119140625,276.9666911,-243.7701024,1,-4.664012858,9.047548301,-9.592970569,6.272490046,-2.798404616,0.927870572,-0.222687994,0.030172505,P2
0.203125,0.13671875,274.7573443,-232.4114763,1,-4.564415691,8.529070337,-8.480782463,5.015979815,-2.011287773,0.668441758,-0.186400155,0.02939854,P2
0.2421875,0.166015625,217.6608338,-137.5144168,1,-4.616308062,8.811951382,-9.13913956,5.874913043,-2.717550397,1.062170776,-0.333089592,0.057055029,P2
0.140625,0.078125,284.3915235,-313.0022291,1,-4.778692315,9.579883999,-10.64176996,7.468710395,-3.741065144,1.487425193,-0.445991959,0.07150369,P2
0.15234375,0.0859375,244.1133827,-277.7153981,1,-4.822943054,9.758467894,-10.92126788,7.690132637,-3.86504273,1.575976546,-0.501137871,0.085817591,P2
0.130859375,0.068359375,319.6337598,-353.7581758,1,-5.06747354,11.0792732,-13.99825864,11.75212916,-7.20443508,3.314575656,-1.036301207,0.160493769,P2
0.138671875,0.080078125,315.9805063,-344.6378606,1,-4.886480834,10.14675157,-11.8826769,8.93745816,-4.767646891,1.925458975,-0.559419728,0.086561606,P2
0.150390625,0.087890625,318.1150926,-315.9581178,1,-5.013801711,10.83967219,-13.55022443,11.29215811,-6.918447602,3.204866914,-1.013185726,0.158967854,P2
0.15234375,0.087890625,340.2442398,-349.9415732,1,-4.665323666,8.918403744,-9.014769617,5.265806961,-1.93436317,0.557347489,-0.154002537,0.026906038,P2
0.134765625,0.0703125,326.5406975,-318.504976,1,-5.080010124,11.20139487,-14.37944174,12.30807854,-7.611952066,3.446276695,-1.039983483,0.155642123,P2
0.1640625,0.09765625,294.8491618,-322.402937,1,-4.583666404,8.786649582,-9.38586178,6.494189364,-3.337763294,1.371861902,-0.411960974,0.066558817,P2
0.15234375,0.080078125,280.9471545,-396.4770471,1,-4.720988083,9.401699358,-10.53383399,7.703141848,-4.175996229,1.771487766,-0.521473203,0.075971367,P2
0.126953125,0.068359375,555.7006715,-451.4746883,1,-5.01443832,10.73270215,-12.96926713,9.969437244,-5.274929546,2.019258785,-0.540111123,0.077353575,P2
0.13671875,0.076171875,448.4205386,-371.8931057,1,-4.636815851,8.909875645,-9.322578067,6.048785534,-2.803256522,1.074127189,-0.322092428,0.051959753,P2
0.22265625,0.16015625,475.8395325,-383.0375244,1,-4.66156843,9.065946133,-9.675756153,6.427182161,-3.018654487,1.163737556,-0.365879434,0.064999941,P2
0.2421875,0.1796875,428.3393856,-379.0521709,1,-4.74804703,9.531763542,-10.73656394,7.700902919,-3.799968197,1.301392513,-0.277703873,0.028230347,P2
0.24609375,0.185546875,537.743615,-463.5137187,1,-4.521784899,8.387984358,-8.335278942,5.042117799,-2.187861348,0.811992297,-0.227400609,0.030241025,P2
0.2109375,0.13671875,342.0885214,-399.8610324,1,-4.526854377,8.343829124,-8.080224052,4.503137985,-1.574761737,0.419598993,-0.101239934,0.01651733,P2
0.13671875,0.076171875,571.1935316,-482.2497748,1,-4.882865232,10.10787847,-11.74456313,8.692653015,-4.515024434,1.763323642,-0.496405706,0.07501047,P2
0.150390625,0.0859375,527.9881678,-480.2183373,1,-4.601728417,8.770026396,-9.08935118,5.798605715,-2.547670683,0.838066112,-0.188634333,0.020693411,P2
0.197265625,0.125,468.48472,-452.9584353,1,-4.846649372,9.987931872,-11.65480933,8.808704629,-4.734858132,1.867734644,-0.492531145,0.064482334,P2
0.181640625,0.115234375,386.9551211,-417.5651351,1,-4.682858527,9.106192666,-9.63548116,6.257537429,-2.832995455,1.062609919,-0.335978737,0.060979619,P2
0.125,0.064453125,423.4121373,-472.118631,1,-4.842016082,9.946566233,-11.60639004,8.998156556,-5.324870232,2.538712739,-0.84861552,0.138461892,P2
0.130859375,0.07421875,513.4982288,-502.7927235,1,-4.567320603,8.663049949,-8.997590921,5.869859986,-2.784646477,1.090096203,-0.324414259,0.050980902,P2
0.162109375,0.08984375,409.7367071,-486.3102565,1,-4.61936686,8.814587607,-9.102943511,5.766288456,-2.572704584,0.944454776,-0.273047499,0.04273776,P2
0.138671875,0.07421875,405.9837835,-508.9192815,1,-4.847085243,9.873793113,-11.23646378,8.256088256,-4.444603718,1.847294236,-0.515886968,0.066867304,P2
0.119140625,0.0625,416.1872205,-494.5257513,1,-4.695774477,9.204202139,-9.962232527,6.835387492,-3.384014981,1.315487221,-0.363952809,0.050903601,P2
0.181640625,0.111328125,358.4357967,-380.4107925,1,-4.713665915,9.273881871,-10.02037618,6.735567287,-3.171822847,1.19118009,-0.354787646,0.060029126,P2
0.072265625,0.033203125,386.8094172,-270.5492034,1,-4.484208288,8.367707602,-8.652396265,5.992802126,-3.601735176,2.065979035,-0.850793149,0.162772642,P3
0.080078125,0.037109375,472.4559738,-420.2328884,1,-4.402248101,7.922083714,-7.652780182,4.553043772,-1.864648965,0.436758364,0.056431923,-0.048604011,P3
0.09375,0.052734375,368.643026,-310.3476403,1,-4.132023559,7.097738803,-6.651271022,3.937779303,-1.832152061,0.805539118,-0.266359735,0.041086027,P3
0.09765625,0.05078125,356.4554125,-316.1495103,1,-4.369636832,7.850557575,-7.604693133,4.530141627,-1.8771517,0.533407814,-0.046819863,-0.015737137,P3
0.09375,0.046875,393.0750766,-327.1174381,1,-4.469244859,8.261961346,-8.251014314,4.965382921,-1.944788749,0.504615246,-0.067154457,0.00030097,P3
0.083984375,0.041015625,329.4955689,-356.4077629,1,-4.353892964,7.732027316,-7.226100844,3.80170655,-0.924791271,-0.29741644,0.379501684,-0.110974963,P3
0.09375,0.033203125,274.754251,-344.8712975,1,-4.370505062,7.930611333,-7.922712646,5.234352137,-2.978991471,1.626113504,-0.62691422,0.108146421,P3
0.080078125,0.0390625,285.9031321,-381.9208088,1,-4.319346409,7.635359794,-7.224361391,4.121451018,-1.527598941,0.303456293,0.036290875,-0.025192975,P3
0.07421875,0.037109375,296.5375078,-251.0490613,1,-4.306523547,7.600367174,-6.965983135,3.32546839,-0.558134301,-0.132317196,0.013257445,0.024038437,P3
